datetime,oveFan_u,oveHeaPumY_u,ovePum_u,reaTSetCoo_y,reaTSetHea_y,reaTZon_y,time,weaSta_reaWeaHDirNor_y,weaSta_reaWeaTDryBul_y,rewards
2023-10-21 01:46:35,1.0,0.6000000238418579,1.0,297.15,294.15,304.78881430107197,25321595.0,0.0,280.9384589638792,-0.0010571665817957765
2023-10-21 01:47:05,1.0,0.6000000238418579,1.0,297.15,294.15,304.78906292031377,25321625.0,0.0,280.93533450975264,-0.0010571665817957765
2023-10-21 01:47:35,1.0,0.6000000238418579,1.0,297.15,294.15,304.78930046920675,25321655.0,0.0,280.9321957327094,-0.0010571665817957765
2023-10-21 01:48:05,1.0,0.6000000238418579,1.0,297.15,294.15,304.78952829681714,25321685.0,0.0,280.9290427529417,-0.0010571665817957765
2023-10-21 01:48:35,1.0,0.6000000238418579,1.0,297.15,294.15,304.7897475515539,25321715.0,0.0,280.92587569064204,-0.0010571665817957765
2023-10-21 01:49:05,1.0,0.6000000238418579,1.0,297.15,294.15,304.7899592515089,25321745.0,0.0,280.9226946660026,-0.0010571665817957765
2023-10-21 01:49:35,1.0,0.6000000238418579,1.0,297.15,294.15,304.79016428538625,25321775.0,0.0,280.91949979921577,-0.0010571665817957765
2023-10-21 01:50:05,1.0,0.6000000238418579,1.0,297.15,294.15,304.7903634625336,25321805.0,0.0,280.9162912104738,-0.0010571665817957765
2023-10-21 01:50:35,1.0,0.6000000238418579,1.0,297.15,294.15,304.79055748444944,25321835.0,0.0,280.913069019969,-0.0010571665817957765
2023-10-21 01:51:05,1.0,0.6000000238418579,1.0,297.15,294.15,304.7907469788955,25321865.0,0.0,280.90983334789365,-0.0010571665817957765
2023-10-21 01:51:35,1.0,0.6000000238418579,1.0,297.15,294.15,304.7909325522292,25321895.0,0.0,280.9065843144401,-0.0010571665817957765
2023-10-21 01:52:05,1.0,0.6000000238418579,1.0,297.15,294.15,304.7911147394145,25321925.0,0.0,280.9033220398007,-0.0010571665817957765
2023-10-21 01:52:35,1.0,0.6000000238418579,1.0,297.15,294.15,304.79129403508284,25321955.0,0.0,280.9000466441677,-0.0010571665817957765
